index, img1, img2, SURF, HIST, COMB
8168, /home/dhan/transfer/images/11725_0_q.jpg, /home/dhan/transfer/images/11725_0_r.jpg, 0.00165473090277778, 0.997875345932639, 0.997875345932639
8170, /home/dhan/transfer/images/11725_1_q.jpg, /home/dhan/transfer/images/11725_1_r.jpg, 0.00257703993055556, 1, 1
8172, /home/dhan/transfer/images/11730_0_q.jpg, /home/dhan/transfer/images/11730_0_r.jpg, 0.00200737847222222, 1, 1
8174, /home/dhan/transfer/images/11730_1_q.jpg, /home/dhan/transfer/images/11730_1_r.jpg, 0.00257703993055556, 1, 1
8176, /home/dhan/transfer/images/11736_0_q.jpg, /home/dhan/transfer/images/11736_0_r.jpg, 0.00160047743055556, 0.996745601410206, 0.996745601410206
8178, /home/dhan/transfer/images/11736_1_q.jpg, /home/dhan/transfer/images/11736_1_r.jpg, 0.00252278645833333, 1, 1
8180, /home/dhan/transfer/images/11740_0_r.jpg, /home/dhan/transfer/images/11740_0_q.jpg, 0.00165473090277778, 0.997222799361494, 0.997222799361494
8182, /home/dhan/transfer/images/11740_1_r.jpg, /home/dhan/transfer/images/11740_1_q.jpg, 0.00249565972222222, 1, 1
8184, /home/dhan/transfer/images/11745_0_q.jpg, /home/dhan/transfer/images/11745_0_r.jpg, 0.00162760416666667, 0.996731391014013, 0.996731391014013
8186, /home/dhan/transfer/images/11745_1_q.jpg, /home/dhan/transfer/images/11745_1_r.jpg, 0.00252278645833333, 1, 1
8188, /home/dhan/transfer/images/11750_0_q.jpg, /home/dhan/transfer/images/11750_0_r.jpg, 0.00151909722222222, 0.997036961026529, 0.997036961026529
8190, /home/dhan/transfer/images/11750_1_q.jpg, /home/dhan/transfer/images/11750_1_r.jpg, 0.00252278645833333, 1, 1
8192, /home/dhan/transfer/images/11755_0_q.jpg, /home/dhan/transfer/images/11755_0_r.jpg, 0.00168185763888889, 0.996815303440435, 0.996815303440435
8194, /home/dhan/transfer/images/11755_1_r.jpg, /home/dhan/transfer/images/11755_1_q.jpg, 0.00222439236111111, 0.999038577669465, 0.999038577669465
8196, /home/dhan/transfer/images/11760_0_q.jpg, /home/dhan/transfer/images/11760_0_r.jpg, 0.00168185763888889, 0.999850734243822, 0.999850734243822
8198, /home/dhan/transfer/images/11760_1_q.jpg, /home/dhan/transfer/images/11760_1_r.jpg, 0.002197265625, 0.999269852270431, 0.999269852270431
8200, /home/dhan/transfer/images/11765_0_r.jpg, /home/dhan/transfer/images/11765_0_q.jpg, 0.00236002604166667, 0.999300109094951, 0.999300109094951
8202, /home/dhan/transfer/images/11765_1_r.jpg, /home/dhan/transfer/images/11765_1_q.jpg, 0.00151909722222222, 0.996586721894929, 0.996586721894929
8204, /home/dhan/transfer/images/11771_0_r.jpg, /home/dhan/transfer/images/11771_0_q.jpg, 0.00263129340277778, 1, 1
8206, /home/dhan/transfer/images/11771_1_r.jpg, /home/dhan/transfer/images/11771_1_q.jpg, 0.00157335069444444, 0.996576858524703, 0.996576858524703
8208, /home/dhan/transfer/images/11775_0_r.jpg, /home/dhan/transfer/images/11775_0_q.jpg, 0.00179036458333333, 0.999838195349325, 0.999838195349325
8210, /home/dhan/transfer/images/11775_1_r.jpg, /home/dhan/transfer/images/11775_1_q.jpg, 0.00184461805555556, 0.998955707906436, 0.998955707906436
8212, /home/dhan/transfer/images/11781_0_r.jpg, /home/dhan/transfer/images/11781_0_q.jpg, 0.001708984375, 0.997398449218755, 0.997398449218755
8214, /home/dhan/transfer/images/11781_1_q.jpg, /home/dhan/transfer/images/11781_1_r.jpg, 0.00238715277777778, 1, 1
8216, /home/dhan/transfer/images/11785_0_q.jpg, /home/dhan/transfer/images/11785_0_r.jpg, 0.00173611111111111, 0.997202343453559, 0.997202343453559
8218, /home/dhan/transfer/images/11785_1_q.jpg, /home/dhan/transfer/images/11785_1_r.jpg, 0.00246853298611111, 1, 1
8220, /home/dhan/transfer/images/11790_0_q.jpg, /home/dhan/transfer/images/11790_0_r.jpg, 0.00176323784722222, 0.999951042548513, 0.999951042548513
8222, /home/dhan/transfer/images/11790_1_r.jpg, /home/dhan/transfer/images/11790_1_q.jpg, 0.001953125, 0.998479787947276, 0.998479787947276
8224, /home/dhan/transfer/images/11795_0_r.jpg, /home/dhan/transfer/images/11795_0_q.jpg, 0.00179036458333333, 0.999950399624659, 0.999950399624659
8226, /home/dhan/transfer/images/11795_1_q.jpg, /home/dhan/transfer/images/11795_1_r.jpg, 0.001708984375, 0.999153648348111, 0.999153648348111
8228, /home/dhan/transfer/images/11800_0_q.jpg, /home/dhan/transfer/images/11800_0_r.jpg, 0.00173611111111111, 0.997118765088541, 0.997118765088541
8230, /home/dhan/transfer/images/11800_1_q.jpg, /home/dhan/transfer/images/11800_1_r.jpg, 0.00189887152777778, 0.998685773702506, 0.998685773702506
